,product_name,product_price,sales,scraping_date,revenue,month,year,brand,Price Range,Global Price Range
46,Bambi Baby Powder Morning Breezy 100gr,21800,1100,6/24/2025 9:37,23980000,June,2025,Bambi,"0 - 50,733","0 - 45,264"
47,Bambi Baby Sleepy Time Hair Serum 100ml,60800,2800,6/24/2025 9:37,170240000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
48,Bambi Baby Hair Lotion Allantoin Vit E 100ml,36800,5400,6/24/2025 9:37,198720000,June,2025,Bambi,"0 - 50,733","0 - 45,264"
49,Bambi Baby Powder Pink Milky Powdery 100gr | Bedak Bayi Tabur Kulit Normal - Sensitif,21800,896,6/24/2025 9:37,19532800,June,2025,Bambi,"0 - 50,733","0 - 45,264"
50,Bambi Baby Hair Lotion Aloe Vera Kemiri Seledri,36800,20225,6/24/2025 9:37,744280000,June,2025,Bambi,"0 - 50,733","0 - 45,264"
51,Bambi Baby Calming Wash 200ml PH Balance Aromatherapy,90000,4000,6/24/2025 9:37,360000000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
52,Bambi Baby 2in1 Bath 500ml pH Balance,152306,2100,6/24/2025 9:37,319842600,June,2025,Bambi,"152,199 - 202,932","135,791 - 181,054"
53,Bambi Baby Shampoo Aloe Vera Kemiri Seledri 100ml,30200,5300,6/24/2025 9:37,160060000,June,2025,Bambi,"0 - 50,733","0 - 45,264"
54,Bambi Baby Sleepy Time Linen & Pillow Spray 120ml,85975,198,6/24/2025 9:37,17023050,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
55,Bambi Baby Shampoo With Licorice & Chamomile 100ml | Shampoo Vitamin E Untuk Melembutkan Rambut Bayi,30200,2900,6/24/2025 9:37,87580000,June,2025,Bambi,"0 - 50,733","0 - 45,264"
56,Bambi Baby Powder 100gr Untuk Biang Keringat,26100,4900,6/24/2025 9:37,127890000,June,2025,Bambi,"0 - 50,733","0 - 45,264"
57,Bambi Baby Powder Pink Milky Powdery 250gr | Bedak Bayi Tabur Kulit Normal - Sensitif,43400,3200,6/24/2025 9:37,138880000,June,2025,Bambi,"0 - 50,733","0 - 45,264"
0,GENTLY Baby Care Paket 3in1 Calming & Moisturizing,219220,719,6/24/2025 9:35,157619180,June,2025,Gently,"217,834 - 261,400","181,054 - 226,318"
1,Gently Baby Hair Lotion & Serum Paket Tebal Wangi,130950,1600,6/24/2025 9:35,209520000,June,2025,Gently,"130,700 - 174,267","90,527 - 135,791"
2,"GENTLY Mamacare Face Care Set | Facial Wash, Radiant Face Serum,  Calming Barrier Moisturizer",204790,1100,6/24/2025 9:35,225269000,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
3,Gently Baby Bundling 8 Calming Cream Rescue Balm,98000,1800,6/24/2025 9:35,176400000,June,2025,Gently,"87,133 - 130,700","90,527 - 135,791"
4,Gently Baby Bundling 6 Calming Cream Face Hair Lotion,140000,1900,6/24/2025 9:35,266000000,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
5,Gently Baby Paket Harum Segar Non Alkohol 3in1,135800,737,6/24/2025 9:35,100084600,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
6,GENTLY Baby Calming Baby Cream 3 pcs  | Krim untuk Bayi Newborn - Perlengkapan Bayi Baru Lahir,244440,5500,6/24/2025 9:35,1344420000,June,2025,Gently,"217,834 - 261,400","226,318 - 271,582"
7,Gently Mamacare Serum 30ml Niacinamide Collagen,76000,1700,6/24/2025 9:35,129200000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
8,Gently Mamacare Moisturizer 30gr BPOM Skincare Ibu Hamil Menyusui,79000,1300,6/24/2025 9:35,102700000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
10,GENTLY Baby Essential Toothpaste - Strawberry Flavour 50g,39900,30,6/24/2025 9:35,1197000,June,2025,Gently,"0 - 43,567","0 - 45,264"
11,GENTLY Mamacare Hydrating Package,146590,776,6/24/2025 9:35,113753840,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
12,GENTLY Baby Makin Hemat 2 | Paket Calming Baby Cream 50 g Krim Bayi Nyaman untuk si Kecil + Face Cream Advanced 5-in-1 30 g Jaga Skin Barrier + Ultra Soft Body Wash & Shampoo 250 g Sabun Badan dan Rambut Bayi & Anak Non SLS/SLES,218250,605,6/24/2025 9:35,132041250,June,2025,Gently,"217,834 - 261,400","181,054 - 226,318"
13,GENTLY Mamacare Calm down Combo,133950,432,6/24/2025 9:35,57866400,June,2025,Gently,"130,700 - 174,267","90,527 - 135,791"
14,Gently Baby Happy Kit Calming Cream Lotion 50g,192600,927,6/24/2025 9:35,178540200,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
15,GENTLY Baby Fresh and Healthy | Bundling Hair Lotion & Candlenut Shampoo,102820,706,6/24/2025 9:35,72590920,June,2025,Gently,"87,133 - 130,700","90,527 - 135,791"
16,Gently Baby Paket Harum & Lembut 3in1 Bayi Anak,146470,1300,6/24/2025 9:35,190411000,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
17,Gently Baby Hair Growth Kit Non SLS/SLES Halal,140650,3500,6/24/2025 9:35,492275000,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
18,Gently Baby Cream & Rescue Paket Calming 50g 20g,206125,362,6/24/2025 9:35,74617250,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
19,Gently Baby Bundling 1 Calming Cream & Wash,80000,3100,6/24/2025 9:35,248000000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
20,Beli 3 Dapat 5 Gently Baby Paket ABEC Diskon,269660,471,6/24/2025 9:35,127009860,June,2025,Gently,"261,400 - 304,967","226,318 - 271,582"
21,Gently Baby Bundling 2 Calming Cream Balm Wash,80000,1400,6/24/2025 9:35,112000000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
22,Gently Baby Paket Harian Non SLS SPF50+ 250g 50g 30g,267000,9,6/24/2025 9:35,2403000,June,2025,Gently,"261,400 - 304,967","226,318 - 271,582"
23,Gently Baby Calm Rescue Paket Lotion Cream Balm,224700,535,6/24/2025 9:35,120214500,June,2025,Gently,"217,834 - 261,400","181,054 - 226,318"
25,Gently Baby Calming Package 50g 20g Lotion 150g,198365,131,6/24/2025 9:35,25985815,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
26,Gently Baby Rescue Package Calming Cream Lotion Balm,187695,125,6/24/2025 9:35,23461875,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
27,Gently Baby Cream Kit Calming & Rash Relief,232315,316,6/24/2025 9:35,73411540,June,2025,Gently,"217,834 - 261,400","226,318 - 271,582"
28,GENTLY Mamacare Spesial Untuk Mama,415280,54,6/24/2025 9:35,22425120,June,2025,Gently,"392,101 - 435,667","407,372 - 452,636"
29,GENTLY Mamacare Twinpack Stretchmark Cream,149500,188,6/24/2025 9:35,28106000,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
32,GENTLY Ultra Soft Body Wash & Shampoo | Sabun Pembersih Badan Dan Rambut Bayi & Anak | Non Sls/Sles,73000,25692,6/24/2025 9:35,1875516000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
33,GENTLY  Baby Rash Cream 20 gr | Krim Pereda Ruam Popok pada Bayi,41000,11866,6/24/2025 9:35,486506000,June,2025,Gently,"0 - 43,567","0 - 45,264"
34,Gently Baby Hair Lotion Keratin Celery Beetroot,48000,30974,6/24/2025 9:35,1486752000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
35,GENTLY Baby Face Cream Advanced 5-in-1 Dengan 5x Ceramide dan 8x Hyaluronan,68000,29363,6/24/2025 9:35,1996684000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
36,Gently Skin Rescue Balm Calamine Cherry Habbatussauda,73000,18267,6/24/2025 9:35,1333491000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
37,GENTLY  Baby Rash Cream 40 gr | Krim Pereda Ruam Popok pada Bayi,61000,10751,6/24/2025 9:35,655811000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
38,Gently Baby Sunscreen Serum SPF50+ Anti-Polusi,67000,6200,6/24/2025 9:35,415400000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
39,GENTLY Baby Calming Baby Cream 2 pcs  | Krim untuk Bayi Newborn - Perlengkapan Bayi Baru Lahir,158460,25752,6/24/2025 9:35,4080661920,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
40,GENTLY Baby Cologne Non Alkohol Tahan Lama,34000,20958,6/24/2025 9:35,712572000,June,2025,Gently,"0 - 43,567","0 - 45,264"
41,GENTLY Ultra Soft Body Wash & Shampoo |  70 ml  Sabun Pembersih Badan dan Rambut Bayi & Anak | Non SLS/SLES,31000,1400,6/24/2025 9:35,43400000,June,2025,Gently,"0 - 43,567","0 - 45,264"
42,Gently Candlenut Shampoo | Shampoo Kemiri Bayi Dan Anak | Non Sls/Sles,58000,7500,6/24/2025 9:35,435000000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
43,Gently Baby Calm Kit Non SLS/SLES 50g+250g,152290,2100,6/24/2025 9:35,319809000,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
44,GENTLY Mamacare Cream Untuk Ibu Hamil BPOM,58000,8900,6/24/2025 9:35,516200000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
45,Gently Baby Cream Kit Calming & 5-in-1 Face Cream,147440,1900,6/24/2025 9:35,280136000,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
46,GENTLY Baby Calming Baby Cream Paket 2 pcs  | Krim untuk Bayi Newborn - Perlengkapan Bayi Baru Lahir,162960,1500,6/24/2025 9:35,244440000,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
47,Gently Baby Care Set Calming Cream Hair Lotion,219000,650,6/24/2025 9:35,142350000,June,2025,Gently,"217,834 - 261,400","181,054 - 226,318"
48,Gently Mamacare Feminine Wash 3X Fruit Extract,112640,2200,6/24/2025 9:35,247808000,June,2025,Gently,"87,133 - 130,700","90,527 - 135,791"
49,GENTLY  Baby Hair Serum | Serum Penumbuh & Penyubur Rambut Bayi dan Anak,87000,1000,6/24/2025 9:35,87000000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
50,GENTLY Baby Fresh Shine Paket Cream Wash Lotion,253000,455,6/24/2025 9:35,115115000,June,2025,Gently,"217,834 - 261,400","226,318 - 271,582"
51,Gently Mamacare Low pH Facial Wash Ibu Hamil Menyusui,64000,2300,6/24/2025 9:35,147200000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
52,GENTLY Mamacare Brightening Lotion 200 gr - Mencerahkan dan Meratakan Warna Kulit,128130,745,6/24/2025 9:35,95456850,June,2025,Gently,"87,133 - 130,700","90,527 - 135,791"
53,Gently Mamacare Oil Serum Untuk Ibu Hamil BPOM,87000,1300,6/24/2025 9:35,113100000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
54,Gently Baby Travel Pack Paket Liburan Bayi 4in1,146955,705,6/24/2025 9:35,103603275,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
55,Gently Mamacare Relaxing Cream BPOM Ibu Hamil,64000,2600,6/24/2025 9:35,166400000,June,2025,Gently,"43,567 - 87,133","45,264 - 90,527"
56,GENTLY Baby Paket Hemat Calming Cream Balm Wash,223100,195,6/24/2025 9:35,43504500,June,2025,Gently,"217,834 - 261,400","181,054 - 226,318"
58,Gently Baby Bundling 5 Calming Cream Balm Lotion,198850,785,6/24/2025 9:35,156097250,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
61,GENTLY Mamacare Bodycare Combo,141740,163,6/24/2025 9:35,23103620,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
63,GENTLY Mamacare Paket Mama Tenang Nyaman 40g+50g,114610,699,6/24/2025 9:35,80112390,June,2025,Gently,"87,133 - 130,700","90,527 - 135,791"
64,GENTLY Mamacare Face & Tummy Cleanser,134950,40,6/24/2025 9:35,5398000,June,2025,Gently,"130,700 - 174,267","90,527 - 135,791"
65,GENTLY Mamacare Face Care Routine Combo,132400,366,6/24/2025 9:35,48458400,June,2025,Gently,"130,700 - 174,267","90,527 - 135,791"
66,Gently Baby Calm Rescue Paket 3in1 Bayi Aman,208550,70,6/24/2025 9:35,14598500,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
67,GENTLY Mamacare Body & Face Care Set 1 | Mencerahkan Tubuh dan Wajah | Untuk Ibu Hamil & Menyusui,207700,220,6/24/2025 9:35,45694000,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
68,GENTLY Mamacare Serum Combo,153380,34,6/24/2025 9:35,5214920,June,2025,Gently,"130,700 - 174,267","135,791 - 181,054"
69,Gently Baby Calm & Joy Paket Cream 50g 2 Pcs + JoyMeal AboNori Beef 50g,195455,1500,6/24/2025 9:35,293182500,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
70,GENTLY Mamacare Body & Face Care Set 2 | Mencerahkan Tubuh dan Wajah | Untuk Ibu Hamil & Menyusui,193150,38,6/24/2025 9:35,7339700,June,2025,Gently,"174,267 - 217,834","181,054 - 226,318"
